suite,size,value_ms
e2e_rtt,16,1.0445117950439453
e2e_rtt,128,0.4534721374511719
e2e_rtt,1024,0.9243488311767578
e2e_rtt,4096,2.2020339965820312
e2e_rtt,16384,6.393194198608398
